"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"1701",1701,"Cladribine","LOXIMVI",1,0.0465893830888808,0.0475343819051574,98.0119678043525,"Cladribine_LOXIMVI","S"
"1702",1702,"Cladribine","LOXIMVI",2,0.049207051240831,0.0475343819051574,103.518862071271,"Cladribine_LOXIMVI","S"
"1703",1703,"Cladribine","LOXIMVI",3,0.0489804018981253,0.0475343819051574,103.042050690494,"Cladribine_LOXIMVI","S"
"1704",1704,"Cladribine","LOXIMVI",4,0.0338951508439952,0.0475343819051574,71.3065984777591,"Cladribine_LOXIMVI","S"
"1705",1705,"Cladribine","LOXIMVI",5,-0.0161148389415642,0.0475343819051574,-33.9014378554816,"Cladribine_LOXIMVI","S"
"1706",1706,"Cladribine","M14",1,0.0377825079239623,0.037484959760084,100.793780134173,"Cladribine_M14","S"
"1707",1707,"Cladribine","M14",2,0.0387376258869114,0.037484959760084,103.341783304143,"Cladribine_M14","S"
"1708",1708,"Cladribine","M14",3,0.0328435380284108,0.037484959760084,87.6179092591271,"Cladribine_M14","S"
"1709",1709,"Cladribine","M14",4,0.00958892420929272,0.037484959760084,25.5807242975982,"Cladribine_M14","S"
"1710",1710,"Cladribine","M14",5,-0.00088865406419623,0.037484959760084,-2.37069499309565,"Cladribine_M14","S"
"1711",1711,"Cladribine","MALME3M",1,0.0198547561769496,0.0204338432307294,97.1660394609029,"Cladribine_MALME3M","S"
"1712",1712,"Cladribine","MALME3M",2,0.0221269269480304,0.0204338432307294,108.285684186687,"Cladribine_MALME3M","S"
"1713",1713,"Cladribine","MALME3M",3,0.016058864768484,0.0204338432307294,78.5895467003185,"Cladribine_MALME3M","S"
"1714",1714,"Cladribine","MALME3M",4,0.00147856224297726,0.0204338432307294,7.23584998809097,"Cladribine_MALME3M","S"
"1715",1715,"Cladribine","MALME3M",5,0.000532457633576765,0.0204338432307294,2.60576352458273,"Cladribine_MALME3M","S"
"1716",1716,"Cladribine","MDAMB231",1,0.0296044492144275,0.0298112253218478,99.3063817230324,"Cladribine_MDAMB231","I"
"1717",1717,"Cladribine","MDAMB231",2,0.0303302148784032,0.0298112253218478,101.740919908364,"Cladribine_MDAMB231","I"
"1718",1718,"Cladribine","MDAMB231",3,0.0238782731846003,0.0298112253218478,80.0982613992072,"Cladribine_MDAMB231","I"
"1719",1719,"Cladribine","MDAMB231",4,0.021249011760521,0.0298112253218478,71.2785587680898,"Cladribine_MDAMB231","I"
"1720",1720,"Cladribine","MDAMB231",5,0.0162898461347887,0.0298112253218478,54.6433296817568,"Cladribine_MDAMB231","I"
"1721",1721,"Cladribine","OVCAR4",1,0.0278801184018996,0.0281152857919865,99.163560378412,"Cladribine_OVCAR4","R"
"1722",1722,"Cladribine","OVCAR4",2,0.0255226454449837,0.0281152857919865,90.7785381724921,"Cladribine_OVCAR4","R"
"1723",1723,"Cladribine","OVCAR4",3,0.0249221404769282,0.0281152857919865,88.642671681579,"Cladribine_OVCAR4","R"
"1724",1724,"Cladribine","OVCAR4",4,0.0227769028491659,0.0281152857919865,81.0125247087398,"Cladribine_OVCAR4","R"
"1725",1725,"Cladribine","OVCAR4",5,0.016340526466959,0.0281152857919865,58.1197238678484,"Cladribine_OVCAR4","R"
"1726",1726,"Cladribine","OVCAR5",1,0.0419687639066662,0.0446581583765071,93.9778204753385,"Cladribine_OVCAR5","S"
"1727",1727,"Cladribine","OVCAR5",2,0.0463474667505926,0.0446581583765071,103.782754227891,"Cladribine_OVCAR5","S"
"1728",1728,"Cladribine","OVCAR5",3,0.0444746233731882,0.0446581583765071,99.589022454147,"Cladribine_OVCAR5","S"
"1729",1729,"Cladribine","OVCAR5",4,0.031132748819267,0.0446581583765071,69.7134632305945,"Cladribine_OVCAR5","S"
"1730",1730,"Cladribine","OVCAR5",5,0.0148793909474111,0.0446581583765071,33.3184159139857,"Cladribine_OVCAR5","S"
"1731",1731,"Cladribine","SF539",1,0.0391530897517465,0.0382123028998615,102.461999880903,"Cladribine_SF539","R"
"1732",1732,"Cladribine","SF539",2,0.035355092256263,0.0382123028998615,92.5227991333416,"Cladribine_SF539","R"
"1733",1733,"Cladribine","SF539",3,0.0392599965535615,0.0382123028998615,102.741770514186,"Cladribine_SF539","R"
"1734",1734,"Cladribine","SF539",4,0.0367128728583468,0.0382123028998615,96.076054234564,"Cladribine_SF539","R"
"1735",1735,"Cladribine","SF539",5,0.028997591697442,0.0382123028998615,75.8854858170485,"Cladribine_SF539","R"
"1736",1736,"Cladribine","SKMEL2",1,0.0330555383308846,0.033169557727411,99.6562528886777,"Cladribine_SKMEL2","S"
"1737",1737,"Cladribine","SKMEL2",2,0.0355454794418247,0.033169557727411,107.162958680182,"Cladribine_SKMEL2","S"
"1738",1738,"Cladribine","SKMEL2",3,0.0268979849867503,0.033169557727411,81.0923835879851,"Cladribine_SKMEL2","S"
"1739",1739,"Cladribine","SKMEL2",4,0.0231506993219648,0.033169557727411,69.7950196147275,"Cladribine_SKMEL2","S"
"1740",1740,"Cladribine","SKMEL2",5,0.011948546936829,0.033169557727411,36.0226296504245,"Cladribine_SKMEL2","S"
"1741",1741,"Cladribine","SW620",1,0.0356067218514178,0.036494371470144,97.5677081616477,"Cladribine_SW620","R"
"1742",1742,"Cladribine","SW620",2,0.0371446602058781,0.036494371470144,101.781887752927,"Cladribine_SW620","R"
"1743",1743,"Cladribine","SW620",3,0.0335910659087974,0.036494371470144,92.0445114016506,"Cladribine_SW620","R"
"1744",1744,"Cladribine","SW620",4,0.0325795575502447,0.036494371470144,89.2728282137916,"Cladribine_SW620","R"
"1745",1745,"Cladribine","SW620",5,0.0267933649296159,0.036494371470144,73.4178007464396,"Cladribine_SW620","R"
"1746",1746,"Cladribine","T47D",1,0.0279215257182531,0.0266750841674784,104.672680854347,"Cladribine_T47D","S"
"1747",1747,"Cladribine","T47D",2,0.025912175293078,0.0266750841674784,97.1399944996967,"Cladribine_T47D","S"
"1748",1748,"Cladribine","T47D",3,0.0260034826370315,0.0266750841674784,97.4822889921161,"Cladribine_T47D","S"
"1749",1749,"Cladribine","T47D",4,0.0186030974441813,0.0266750841674784,69.7396016724166,"Cladribine_T47D","S"
"1750",1750,"Cladribine","T47D",5,0.00949385686836678,0.0266750841674784,35.5907288192981,"Cladribine_T47D","S"
"1751",1751,"Cladribine","UACC257",1,0.0276391145692195,0.0271632150486013,101.751999974108,"Cladribine_UACC257","S"
"1752",1752,"Cladribine","UACC257",2,0.0271984730639415,0.0271632150486013,100.129800597157,"Cladribine_UACC257","S"
"1753",1753,"Cladribine","UACC257",3,0.025987723147284,0.0271632150486013,95.6724861206083,"Cladribine_UACC257","S"
"1754",1754,"Cladribine","UACC257",4,0.0162732778431825,0.0271632150486013,59.9092479077528,"Cladribine_UACC257","S"
"1755",1755,"Cladribine","UACC257",5,0.0103044743116205,0.0271632150486013,37.9354001107138,"Cladribine_UACC257","S"
"1756",1756,"Decitabine","A498",1,0.0255704511282819,0.0292800681087454,87.3305725700974,"Decitabine_A498","R"
"1757",1757,"Decitabine","A498",2,0.0277996201022796,0.0292800681087454,94.9438368757632,"Decitabine_A498","R"
"1758",1758,"Decitabine","A498",3,0.0267449245724723,0.0292800681087454,91.3417430353725,"Decitabine_A498","R"
"1759",1759,"Decitabine","A498",4,0.0273821288693204,0.0292800681087454,93.5179821564072,"Decitabine_A498","R"
"1760",1760,"Decitabine","A498",5,0.0223468504309833,0.0292800681087454,76.3210329565753,"Decitabine_A498","R"
"1761",1761,"Decitabine","ACHN",1,0.0349994639133294,0.0354804395010489,98.6443922496921,"Decitabine_ACHN","S"
"1762",1762,"Decitabine","ACHN",2,0.0345908476795097,0.0354804395010489,97.4927260370804,"Decitabine_ACHN","S"
"1763",1763,"Decitabine","ACHN",3,0.0336763604982057,0.0354804395010489,94.9152856384718,"Decitabine_ACHN","S"
"1764",1764,"Decitabine","ACHN",4,0.0179999496194779,0.0354804395010489,50.7320367859193,"Decitabine_ACHN","S"
"1765",1765,"Decitabine","ACHN",5,0.0037212126024798,0.0354804395010489,10.4880679461983,"Decitabine_ACHN","S"
"1766",1766,"Decitabine","BT549",1,0.0324106933599598,0.0347871115463391,93.168682075792,"Decitabine_BT549","R"
"1767",1767,"Decitabine","BT549",2,0.031978344141384,0.0347871115463391,91.9258389670737,"Decitabine_BT549","R"
"1768",1768,"Decitabine","BT549",3,0.0278479760921658,0.0347871115463391,80.0525679031159,"Decitabine_BT549","R"
"1769",1769,"Decitabine","BT549",4,0.0294631311205925,0.0347871115463391,84.6955375451204,"Decitabine_BT549","R"
"1770",1770,"Decitabine","BT549",5,0.0203767525994478,0.0347871115463391,58.5755807069651,"Decitabine_BT549","R"
"1771",1771,"Decitabine","COLO205",1,0.0534247289869776,0.0504060929258587,105.988633289946,"Decitabine_COLO205","R"
"1772",1772,"Decitabine","COLO205",2,0.0493871420666341,0.0504060929258587,97.9785164846572,"Decitabine_COLO205","R"
"1773",1773,"Decitabine","COLO205",3,0.0464217209311309,0.0504060929258587,92.0954556017894,"Decitabine_COLO205","R"
"1774",1774,"Decitabine","COLO205",4,0.0454988984181796,0.0504060929258587,90.2646798772978,"Decitabine_COLO205","R"
"1775",1775,"Decitabine","COLO205",5,0.0398817019053331,0.0504060929258587,79.1207959005953,"Decitabine_COLO205","R"
"1776",1776,"Decitabine","EKVX",1,0.0218037941615651,0.0222251351618679,98.1042140025959,"Decitabine_EKVX","R"
"1777",1777,"Decitabine","EKVX",2,0.020968754407261,0.0222251351618679,94.3470276088017,"Decitabine_EKVX","R"
"1778",1778,"Decitabine","EKVX",3,0.0200484335912837,0.0222251351618679,90.2061267356484,"Decitabine_EKVX","R"
"1779",1779,"Decitabine","EKVX",4,0.0205312191454918,0.0222251351618679,92.3783769860601,"Decitabine_EKVX","R"
"1780",1780,"Decitabine","EKVX",5,0.0165182712719104,0.0222251351618679,74.322478363376,"Decitabine_EKVX","R"
"1781",1781,"Decitabine","HCT15",1,0.0398304462705515,0.0436303640004474,91.2906577404282,"Decitabine_HCT15","R"
"1782",1782,"Decitabine","HCT15",2,0.043953850121292,0.0436303640004474,100.741424299924,"Decitabine_HCT15","R"
"1783",1783,"Decitabine","HCT15",3,0.0435502627137897,0.0436303640004474,99.8164093092212,"Decitabine_HCT15","R"
"1784",1784,"Decitabine","HCT15",4,0.0390116327962305,0.0436303640004474,89.4139521637511,"Decitabine_HCT15","R"
"1785",1785,"Decitabine","HCT15",5,0.0288142521163473,0.0436303640004474,66.0417412883647,"Decitabine_HCT15","R"
"1786",1786,"Decitabine","HOP62",1,0.0285657886069362,0.0288992724054065,98.8460477696734,"Decitabine_HOP62","R"
"1787",1787,"Decitabine","HOP62",2,0.0259513860038165,0.0288992724054065,89.7994442204762,"Decitabine_HOP62","R"
"1788",1788,"Decitabine","HOP62",3,0.0315136398339954,0.0288992724054065,109.046481834953,"Decitabine_HOP62","R"
"1789",1789,"Decitabine","HOP62",4,0.027819759105248,0.0288992724054065,96.2645658166932,"Decitabine_HOP62","R"
"1790",1790,"Decitabine","HOP62",5,0.0232537524894501,0.0288992724054065,80.4648371877339,"Decitabine_HOP62","R"
"1791",1791,"Decitabine","HS578T",1,0.0255502244285171,0.0288404846825183,88.5915223332027,"Decitabine_HS578T","R"
"1792",1792,"Decitabine","HS578T",2,0.0285660593665921,0.0288404846825183,99.0484719000143,"Decitabine_HS578T","R"
"1793",1793,"Decitabine","HS578T",3,0.0276667171134589,0.0288404846825183,95.9301392400978,"Decitabine_HS578T","R"
"1794",1794,"Decitabine","HS578T",4,0.0252431286622033,0.0288404846825183,87.5267144088755,"Decitabine_HS578T","R"
"1795",1795,"Decitabine","HS578T",5,0.022376503639409,0.0288404846825183,77.5871275595189,"Decitabine_HS578T","R"
"1796",1796,"Decitabine","HT29",1,0.047201977821934,0.0467873773935254,100.886137354786,"Decitabine_HT29","R"
"1797",1797,"Decitabine","HT29",2,0.0447083101252194,0.0467873773935254,95.5563500582237,"Decitabine_HT29","R"
"1798",1798,"Decitabine","HT29",3,0.0447681521869456,0.0467873773935254,95.6842522084616,"Decitabine_HT29","R"
"1799",1799,"Decitabine","HT29",4,0.0410960772044046,0.0467873773935254,87.8358213129757,"Decitabine_HT29","R"
"1800",1800,"Decitabine","HT29",5,0.0336935479785967,0.0467873773935254,72.014183858186,"Decitabine_HT29","R"
"1801",1801,"Decitabine","IGROV1",1,0.0417729820273607,0.042077548434673,99.2761783453587,"Decitabine_IGROV1","I"
"1802",1802,"Decitabine","IGROV1",2,0.0391943712789908,0.042077548434673,93.147944062952,"Decitabine_IGROV1","I"
"1803",1803,"Decitabine","IGROV1",3,0.039761158617723,0.042077548434673,94.4949506254,"Decitabine_IGROV1","I"
"1804",1804,"Decitabine","IGROV1",4,0.0349496481839866,0.042077548434673,83.0600866356254,"Decitabine_IGROV1","I"
"1805",1805,"Decitabine","IGROV1",5,0.023436632865297,0.042077548434673,55.6986652910239,"Decitabine_IGROV1","I"
"1806",1806,"Decitabine","LOXIMVI",1,0.0463052408967435,0.0475343819051574,97.4142063930349,"Decitabine_LOXIMVI","R"
"1807",1807,"Decitabine","LOXIMVI",2,0.0458197602109602,0.0475343819051574,96.3928810568773,"Decitabine_LOXIMVI","R"
"1808",1808,"Decitabine","LOXIMVI",3,0.0472944291988645,0.0475343819051574,99.4952017956779,"Decitabine_LOXIMVI","R"
"1809",1809,"Decitabine","LOXIMVI",4,0.0465961873482022,0.0475343819051574,98.0262821996359,"Decitabine_LOXIMVI","R"
"1810",1810,"Decitabine","LOXIMVI",5,0.0335528322940479,0.0475343819051574,70.586449111706,"Decitabine_LOXIMVI","R"
"1811",1811,"Decitabine","M14",1,0.0385346717705164,0.037484959760084,102.800355174851,"Decitabine_M14","R"
"1812",1812,"Decitabine","M14",2,0.0353944502411859,0.037484959760084,94.4230711936785,"Decitabine_M14","R"
"1813",1813,"Decitabine","M14",3,0.0370897347368195,0.037484959760084,98.9456437307281,"Decitabine_M14","R"
"1814",1814,"Decitabine","M14",4,0.0362034442026594,0.037484959760084,96.5812540132715,"Decitabine_M14","R"
"1815",1815,"Decitabine","M14",5,0.029383540538753,0.037484959760084,78.3875472371245,"Decitabine_M14","R"
"1816",1816,"Decitabine","MALME3M",1,0.0211809269342973,0.0204338432307294,103.656109597848,"Decitabine_MALME3M","I"
"1817",1817,"Decitabine","MALME3M",2,0.0226567159824589,0.0204338432307294,110.878388008706,"Decitabine_MALME3M","I"
"1818",1818,"Decitabine","MALME3M",3,0.0209597306496551,0.0204338432307294,102.573609932246,"Decitabine_MALME3M","I"
"1819",1819,"Decitabine","MALME3M",4,0.0149896380299784,0.0204338432307294,73.3569199916157,"Decitabine_MALME3M","I"
"1820",1820,"Decitabine","MALME3M",5,0.0130073304656207,0.0204338432307294,63.6558199979711,"Decitabine_MALME3M","I"
"1821",1821,"Decitabine","MDAMB231",1,0.0293966612052006,0.0298112253218478,98.6093690810375,"Decitabine_MDAMB231","R"
"1822",1822,"Decitabine","MDAMB231",2,0.031660676879982,0.0298112253218478,106.203876352505,"Decitabine_MDAMB231","R"
"1823",1823,"Decitabine","MDAMB231",3,0.0309155010062958,0.0298112253218478,103.70422776161,"Decitabine_MDAMB231","R"
"1824",1824,"Decitabine","MDAMB231",4,0.028811920124084,0.0298112253218478,96.6478895551083,"Decitabine_MDAMB231","R"
"1825",1825,"Decitabine","MDAMB231",5,0.0243024584359851,0.0298112253218478,81.5211658481361,"Decitabine_MDAMB231","R"
"1826",1826,"Decitabine","OVCAR4",1,0.0278570886053061,0.0281152857919865,99.0816483652677,"Decitabine_OVCAR4","R"
"1827",1827,"Decitabine","OVCAR4",2,0.0240848319939576,0.0281152857919865,85.6645462263887,"Decitabine_OVCAR4","R"
"1828",1828,"Decitabine","OVCAR4",3,0.021995327174733,0.0281152857919865,78.2326288178872,"Decitabine_OVCAR4","R"
"1829",1829,"Decitabine","OVCAR4",4,0.0209809416590384,0.0281152857919865,74.6246785974996,"Decitabine_OVCAR4","R"
"1830",1830,"Decitabine","OVCAR4",5,0.0180740050634506,0.0281152857919865,64.2853328867888,"Decitabine_OVCAR4","R"
"1831",1831,"Decitabine","OVCAR5",1,0.0440070528581178,0.0446581583765071,98.5420233568523,"Decitabine_OVCAR5","R"
"1832",1832,"Decitabine","OVCAR5",2,0.0410894134604059,0.0446581583765071,92.0087503698348,"Decitabine_OVCAR5","R"
"1833",1833,"Decitabine","OVCAR5",3,0.0413911464758206,0.0446581583765071,92.6844007467956,"Decitabine_OVCAR5","R"
"1834",1834,"Decitabine","OVCAR5",4,0.0473157020907622,0.0446581583765071,105.950858277338,"Decitabine_OVCAR5","R"
"1835",1835,"Decitabine","OVCAR5",5,0.0427385704174942,0.0446581583765071,95.7015962395288,"Decitabine_OVCAR5","R"
"1836",1836,"Decitabine","SF539",1,0.03674406284376,0.0382123028998615,96.1576771231267,"Decitabine_SF539","R"
"1837",1837,"Decitabine","SF539",2,0.0405169859625727,0.0382123028998615,106.031259274666,"Decitabine_SF539","R"
"1838",1838,"Decitabine","SF539",3,0.0375113353946433,0.0382123028998615,98.1655973285485,"Decitabine_SF539","R"
"1839",1839,"Decitabine","SF539",4,0.0409338520172106,0.0382123028998615,107.122180321037,"Decitabine_SF539","R"
"1840",1840,"Decitabine","SF539",5,0.0398575686746227,0.0382123028998615,104.305591785642,"Decitabine_SF539","R"
"1841",1841,"Decitabine","SKMEL2",1,0.0339666719820007,0.033169557727411,102.403150084606,"Decitabine_SKMEL2","R"
"1842",1842,"Decitabine","SKMEL2",2,0.0312919876289001,0.033169557727411,94.3394780420626,"Decitabine_SKMEL2","R"
"1843",1843,"Decitabine","SKMEL2",3,0.0308719604755086,0.033169557727411,93.0731748949318,"Decitabine_SKMEL2","R"
"1844",1844,"Decitabine","SKMEL2",4,0.0311303222002888,0.033169557727411,93.8520870736935,"Decitabine_SKMEL2","R"
"1845",1845,"Decitabine","SKMEL2",5,0.0274458275195721,0.033169557727411,82.7440261492881,"Decitabine_SKMEL2","R"
"1846",1846,"Decitabine","SW620",1,0.0356995554960081,0.036494371470144,97.8220861406362,"Decitabine_SW620","R"
"1847",1847,"Decitabine","SW620",2,0.0355396382073418,0.036494371470144,97.3838890098894,"Decitabine_SW620","R"
"1848",1848,"Decitabine","SW620",3,0.036063869046888,0.036494371470144,98.8203593981384,"Decitabine_SW620","R"
"1849",1849,"Decitabine","SW620",4,0.0327270953778948,0.036494371470144,89.6771037820688,"Decitabine_SW620","R"
"1850",1850,"Decitabine","SW620",5,0.0269897785571813,0.036494371470144,73.9560032682344,"Decitabine_SW620","R"
"1851",1851,"Decitabine","T47D",1,0.0276798340238902,0.0266750841674784,103.766623003337,"Decitabine_T47D","R"
"1852",1852,"Decitabine","T47D",2,0.0269867814118187,0.0266750841674784,101.168495823231,"Decitabine_T47D","R"
"1853",1853,"Decitabine","T47D",3,0.0262277498575132,0.0266750841674784,98.3230256851049,"Decitabine_T47D","R"
"1854",1854,"Decitabine","T47D",4,0.0272406000432889,0.0266750841674784,102.120015338133,"Decitabine_T47D","R"
"1855",1855,"Decitabine","T47D",5,0.022690174893636,0.0266750841674784,85.0613057157634,"Decitabine_T47D","R"
"1856",1856,"Decitabine","UACC257",1,0.0291761147654949,0.0271632150486013,107.410388325874,"Decitabine_UACC257","R"
"1857",1857,"Decitabine","UACC257",2,0.0291011515618219,0.0271632150486013,107.1344150895,"Decitabine_UACC257","R"
"1858",1858,"Decitabine","UACC257",3,0.0280022484538299,0.0271632150486013,103.088858972428,"Decitabine_UACC257","R"
"1859",1859,"Decitabine","UACC257",4,0.0288844940608965,0.0271632150486013,106.336801476613,"Decitabine_UACC257","R"
"1860",1860,"Decitabine","UACC257",5,0.0284538684169603,0.0271632150486013,104.751474985747,"Decitabine_UACC257","R"
"1861",1861,"Etomoxir","A498",1,0.0276493785224987,0.0292800681087454,94.4307179198137,"Etomoxir_A498","R"
"1862",1862,"Etomoxir","A498",2,0.0297317402546277,0.0292800681087454,101.542592538394,"Etomoxir_A498","R"
"1863",1863,"Etomoxir","A498",3,0.0298694020498417,0.0292800681087454,102.012747849177,"Etomoxir_A498","R"
"1864",1864,"Etomoxir","A498",4,0.0280321740952492,0.0292800681087454,95.738076807535,"Etomoxir_A498","R"
"1865",1865,"Etomoxir","A498",5,0.0250731571485112,0.0292800681087454,85.6321681199312,"Etomoxir_A498","R"
"1866",1866,"Etomoxir","ACHN",1,0.0358575570568983,0.0354804395010489,101.062888625825,"Etomoxir_ACHN","R"
"1867",1867,"Etomoxir","ACHN",2,0.0364085864642348,0.0354804395010489,102.615939870639,"Etomoxir_ACHN","R"
"1868",1868,"Etomoxir","ACHN",3,0.0365098637167451,0.0354804395010489,102.90138518624,"Etomoxir_ACHN","R"
"1869",1869,"Etomoxir","ACHN",4,0.0342501798618239,0.0354804395010489,96.5325693353134,"Etomoxir_ACHN","R"
"1870",1870,"Etomoxir","ACHN",5,0.0388564626787403,0.0354804395010489,109.515167301103,"Etomoxir_ACHN","R"
"1871",1871,"Etomoxir","BT549",1,0.0352965600122579,0.0347871115463391,101.464474753071,"Etomoxir_BT549","R"
"1872",1872,"Etomoxir","BT549",2,0.0324259273568109,0.0347871115463391,93.2124741475506,"Etomoxir_BT549","R"
"1873",1873,"Etomoxir","BT549",3,0.0335952459202253,0.0347871115463391,96.5738298664833,"Etomoxir_BT549","R"
"1874",1874,"Etomoxir","BT549",4,0.0361791479136243,0.0347871115463391,104.00158652273,"Etomoxir_BT549","R"
"1875",1875,"Etomoxir","BT549",5,0.0312902575429992,0.0347871115463391,89.9478460616605,"Etomoxir_BT549","R"
"1876",1876,"Etomoxir","COLO205",1,0.048962136752247,0.0504060929258587,97.1353539030777,"Etomoxir_COLO205","R"
"1877",1877,"Etomoxir","COLO205",2,0.0521157050448959,0.0504060929258587,103.391677513177,"Etomoxir_COLO205","R"
"1878",1878,"Etomoxir","COLO205",3,0.0488622696550358,0.0504060929258587,96.9372288522865,"Etomoxir_COLO205","R"
"1879",1879,"Etomoxir","COLO205",4,0.0502723761837709,0.0504060929258587,99.7347210737313,"Etomoxir_COLO205","R"
"1880",1880,"Etomoxir","COLO205",5,0.048763052457179,0.0504060929258587,96.7403931284728,"Etomoxir_COLO205","R"
"1881",1881,"Etomoxir","EKVX",1,0.0221083428717864,0.0222251351618679,99.4745035779043,"Etomoxir_EKVX","R"
"1882",1882,"Etomoxir","EKVX",2,0.0220060060817374,0.0222251351618679,99.0140483802028,"Etomoxir_EKVX","R"
"1883",1883,"Etomoxir","EKVX",3,0.0238402704948566,0.0222251351618679,107.267156402989,"Etomoxir_EKVX","R"
"1884",1884,"Etomoxir","EKVX",4,0.0211094164955963,0.0222251351618679,94.9799240447999,"Etomoxir_EKVX","R"
"1885",1885,"Etomoxir","EKVX",5,0.0220864327415243,0.0222251351618679,99.3759209141658,"Etomoxir_EKVX","R"
"1886",1886,"Etomoxir","HCT15",1,0.0454975104905573,0.0436303640004474,104.279465764005,"Etomoxir_HCT15","R"
"1887",1887,"Etomoxir","HCT15",2,0.0444235709731189,0.0436303640004474,101.818015941062,"Etomoxir_HCT15","R"
"1888",1888,"Etomoxir","HCT15",3,0.0458516198549684,0.0436303640004474,105.091077980688,"Etomoxir_HCT15","R"
"1889",1889,"Etomoxir","HCT15",4,0.0410330945554594,0.0436303640004474,94.0471057152734,"Etomoxir_HCT15","R"
"1890",1890,"Etomoxir","HCT15",5,0.0400323995788071,0.0436303640004474,91.7535310463983,"Etomoxir_HCT15","R"
"1891",1891,"Etomoxir","HOP62",1,0.0286136290914107,0.0288992724054065,99.0115899459726,"Etomoxir_HOP62","R"
"1892",1892,"Etomoxir","HOP62",2,0.0296392873199384,0.0288992724054065,102.560669708741,"Etomoxir_HOP62","R"
"1893",1893,"Etomoxir","HOP62",3,0.0304492864460245,0.0288992724054065,105.363505415894,"Etomoxir_HOP62","R"
"1894",1894,"Etomoxir","HOP62",4,0.026299378689187,0.0288992724054065,91.003601475679,"Etomoxir_HOP62","R"
"1895",1895,"Etomoxir","HOP62",5,0.0239053897817546,0.0288992724054065,82.7196942760479,"Etomoxir_HOP62","R"
"1896",1896,"Etomoxir","HS578T",1,0.0246722067994952,0.0288404846825183,85.5471295683538,"Etomoxir_HS578T","R"
"1897",1897,"Etomoxir","HS578T",2,0.0307600729614658,0.0288404846825183,106.655880787298,"Etomoxir_HS578T","R"
"1898",1898,"Etomoxir","HS578T",3,0.0265101898299116,0.0288404846825183,91.9200565515487,"Etomoxir_HS578T","R"
"1899",1899,"Etomoxir","HS578T",4,0.0273449465046538,0.0288404846825183,94.814448528422,"Etomoxir_HS578T","R"
"1900",1900,"Etomoxir","HS578T",5,0.0308462976976921,0.0288404846825183,106.954851963322,"Etomoxir_HS578T","R"
"1901",1901,"Etomoxir","HT29",1,0.0456846043466344,0.0467873773935254,97.6430116233793,"Etomoxir_HT29","R"
"1902",1902,"Etomoxir","HT29",2,0.0464932900018955,0.0467873773935254,99.3714386058522,"Etomoxir_HT29","R"
"1903",1903,"Etomoxir","HT29",3,0.0478899516617529,0.0467873773935254,102.356563521297,"Etomoxir_HT29","R"
"1904",1904,"Etomoxir","HT29",4,0.0461410830443696,0.0467873773935254,98.6186566010745,"Etomoxir_HT29","R"
"1905",1905,"Etomoxir","HT29",5,0.0474331746065028,0.0467873773935254,101.380280855551,"Etomoxir_HT29","R"
"1906",1906,"Etomoxir","IGROV1",1,0.0415326040343364,0.042077548434673,98.7049045854403,"Etomoxir_IGROV1","R"
"1907",1907,"Etomoxir","IGROV1",2,0.041944847012341,0.042077548434673,99.6846265353647,"Etomoxir_IGROV1","R"
"1908",1908,"Etomoxir","IGROV1",3,0.0413390049728832,0.042077548434673,98.2448039649068,"Etomoxir_IGROV1","R"
"1909",1909,"Etomoxir","IGROV1",4,0.0419442544698002,0.042077548434673,99.6832183199081,"Etomoxir_IGROV1","R"
"1910",1910,"Etomoxir","IGROV1",5,0.0398127535192375,0.042077548434673,94.6175692270863,"Etomoxir_IGROV1","R"
"1911",1911,"Etomoxir","LOXIMVI",1,0.04564952593922,0.0475343819051574,96.0347523405308,"Etomoxir_LOXIMVI","R"
"1912",1912,"Etomoxir","LOXIMVI",2,0.0496285255691565,0.0475343819051574,104.405534646853,"Etomoxir_LOXIMVI","R"
"1913",1913,"Etomoxir","LOXIMVI",3,0.0480321191531431,0.0475343819051574,101.04710996133,"Etomoxir_LOXIMVI","R"
"1914",1914,"Etomoxir","LOXIMVI",4,0.047721076903556,0.0475343819051574,100.392757812169,"Etomoxir_LOXIMVI","R"
"1915",1915,"Etomoxir","LOXIMVI",5,0.0480624797463245,0.0475343819051574,101.110980768028,"Etomoxir_LOXIMVI","R"
"1916",1916,"Etomoxir","M14",1,0.0372992342020963,0.037484959760084,99.5045331269489,"Etomoxir_M14","R"
"1917",1917,"Etomoxir","M14",2,0.0381020361299772,0.037484959760084,101.64619723175,"Etomoxir_M14","R"
"1918",1918,"Etomoxir","M14",3,0.0394054972747548,0.037484959760084,105.123488265594,"Etomoxir_M14","R"
"1919",1919,"Etomoxir","M14",4,0.036709163273983,0.037484959760084,97.9303793012813,"Etomoxir_M14","R"
"1920",1920,"Etomoxir","M14",5,0.038254820951006,0.037484959760084,102.053786894395,"Etomoxir_M14","R"
"1921",1921,"Etomoxir","MALME3M",1,0.0222273780614321,0.0204338432307294,108.777276063298,"Etomoxir_MALME3M","R"
"1922",1922,"Etomoxir","MALME3M",2,0.0191600615481187,0.0204338432307294,93.7663137167697,"Etomoxir_MALME3M","R"
"1923",1923,"Etomoxir","MALME3M",3,0.018812904516104,0.0204338432307294,92.0673820567058,"Etomoxir_MALME3M","R"
