"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"228",228,"BPTES","HCT15",3,0.0478491632146222,0.0483074373286203,99.0513383873365,"BPTES_HCT15","R"
"229",229,"BPTES","HCT15",4,0.0460532835982399,0.0483074373286203,95.3337335718181,"BPTES_HCT15","R"
"230",230,"BPTES","HCT15",5,0.0456005638810878,0.0483074373286203,94.3965699750981,"BPTES_HCT15","R"
"231",231,"BPTES","HOP62",1,0.0315345958222873,0.0328472134228197,96.0038692365284,"BPTES_HOP62","R"
"232",232,"BPTES","HOP62",2,0.0329181492087221,0.0328472134228197,100.21595678449,"BPTES_HOP62","R"
"233",233,"BPTES","HOP62",3,0.0319227076938089,0.0328472134228197,97.1854363500783,"BPTES_HOP62","R"
"234",234,"BPTES","HOP62",4,0.031156587627821,0.0328472134228197,94.8530617400129,"BPTES_HOP62","R"
"235",235,"BPTES","HOP62",5,0.0283295566235188,0.0328472134228197,86.2464534170732,"BPTES_HOP62","R"
"236",236,"BPTES","HS578T",1,0.029935631467812,0.0300198026815637,99.7196143670746,"BPTES_HS578T","R"
"237",237,"BPTES","HS578T",2,0.0308004515240277,0.0300198026815637,102.600446281226,"BPTES_HS578T","R"
"238",238,"BPTES","HS578T",3,0.0284268558465746,0.0300198026815637,94.6936798623018,"BPTES_HS578T","R"
"239",239,"BPTES","HS578T",4,0.0310464385379801,0.0300198026815637,103.419862106712,"BPTES_HS578T","R"
"240",240,"BPTES","HS578T",5,0.0230769230286381,0.0300198026815637,76.8723341503191,"BPTES_HS578T","R"
"241",241,"BPTES","HT29",1,0.0503628845333375,0.0476834215568565,105.619275817458,"BPTES_HT29","R"
"242",242,"BPTES","HT29",2,0.0477339559520631,0.0476834215568565,100.105978961989,"BPTES_HT29","R"
"243",243,"BPTES","HT29",3,0.046698638868761,0.0476834215568565,97.9347482711128,"BPTES_HT29","R"
"244",244,"BPTES","HT29",4,0.0466481871666449,0.0476834215568565,97.8289427301746,"BPTES_HT29","R"
"245",245,"BPTES","HT29",5,0.0431915954871494,0.0476834215568565,90.5798998413922,"BPTES_HT29","R"
"246",246,"BPTES","IGROV1",1,0.0393457730922601,0.038474897061932,102.263491514808,"BPTES_IGROV1","R"
"247",247,"BPTES","IGROV1",2,0.0381628074798487,0.038474897061932,99.1888488185402,"BPTES_IGROV1","R"
"248",248,"BPTES","IGROV1",3,0.0384546641998509,0.038474897061932,99.9474128233571,"BPTES_IGROV1","R"
"249",249,"BPTES","IGROV1",4,0.041474853540259,0.038474897061932,107.797178699395,"BPTES_IGROV1","R"
"250",250,"BPTES","IGROV1",5,0.0360871494787983,0.038474897061932,93.7940117700893,"BPTES_IGROV1","R"
"251",251,"BPTES","LOXIMVI",1,0.0523886961903408,0.0508644306721432,102.996721870382,"BPTES_LOXIMVI","R"
"252",252,"BPTES","LOXIMVI",2,0.0518060701090331,0.0508644306721432,101.851272931687,"BPTES_LOXIMVI","R"
"253",253,"BPTES","LOXIMVI",3,0.0507615291340774,0.0508644306721432,99.7976945053625,"BPTES_LOXIMVI","R"
"254",254,"BPTES","LOXIMVI",4,0.0491717386349114,0.0508644306721432,96.672149840539,"BPTES_LOXIMVI","R"
"255",255,"BPTES","LOXIMVI",5,0.0441532331531845,0.0508644306721432,86.8057158405704,"BPTES_LOXIMVI","R"
"256",256,"BPTES","M14",1,0.0369962942116697,0.0383425390848164,96.488900043451,"BPTES_M14","R"
"257",257,"BPTES","M14",2,0.0376194990933323,0.0383425390848164,98.1142615780224,"BPTES_M14","R"
"258",258,"BPTES","M14",3,0.0389329751623409,0.0383425390848164,101.539898221707,"BPTES_M14","R"
"259",259,"BPTES","M14",4,0.0394429329735183,0.0383425390848164,102.869903545688,"BPTES_M14","R"
"260",260,"BPTES","M14",5,0.0401340326076159,0.0383425390848164,104.672339301361,"BPTES_M14","R"
"261",261,"BPTES","MALME3M",1,0.0155171718422497,0.0149155090091872,104.033806909922,"BPTES_MALME3M","R"
"262",262,"BPTES","MALME3M",2,0.0150385388569694,0.0149155090091872,100.824845117297,"BPTES_MALME3M","R"
"263",263,"BPTES","MALME3M",3,0.0141321018753549,0.0149155090091872,94.7477009778899,"BPTES_MALME3M","R"
"264",264,"BPTES","MALME3M",4,0.0142040782487423,0.0149155090091872,95.2302616021572,"BPTES_MALME3M","R"
"265",265,"BPTES","MALME3M",5,0.015029036992037,0.0149155090091872,100.761140520112,"BPTES_MALME3M","R"
"266",266,"BPTES","MDAMB231",1,0.0330264914432347,0.0313143348703864,105.467644706283,"BPTES_MDAMB231","R"
"267",267,"BPTES","MDAMB231",2,0.0325689085118158,0.0313143348703864,104.006387638831,"BPTES_MDAMB231","R"
"268",268,"BPTES","MDAMB231",3,0.0308123197262131,0.0313143348703864,98.396851964919,"BPTES_MDAMB231","R"
"269",269,"BPTES","MDAMB231",4,0.0310832084653012,0.0313143348703864,99.2619150109946,"BPTES_MDAMB231","R"
"270",270,"BPTES","MDAMB231",5,0.0299741913586632,0.0313143348703864,95.7203513430183,"BPTES_MDAMB231","R"
"271",271,"BPTES","OVCAR4",1,0.028612607310735,0.029170765833557,98.0865825532087,"BPTES_OVCAR4","R"
"272",272,"BPTES","OVCAR4",2,0.0296670254094217,0.029170765833557,101.701222308308,"BPTES_OVCAR4","R"
"273",273,"BPTES","OVCAR4",3,0.0278640676256986,0.029170765833557,95.520521417524,"BPTES_OVCAR4","R"
"274",274,"BPTES","OVCAR4",4,0.0283403041946329,0.029170765833557,97.1531030633116,"BPTES_OVCAR4","R"
"275",275,"BPTES","OVCAR4",5,0.0230324931684594,0.029170765833557,78.9574510997707,"BPTES_OVCAR4","R"
"276",276,"BPTES","OVCAR5",1,0.0473835763468987,0.0434162002674235,109.138008519949,"BPTES_OVCAR5","R"
"277",277,"BPTES","OVCAR5",2,0.0452035630947911,0.0434162002674235,104.116810813379,"BPTES_OVCAR5","R"
"278",278,"BPTES","OVCAR5",3,0.0429647808949027,0.0434162002674235,98.9602513123206,"BPTES_OVCAR5","R"
"279",279,"BPTES","OVCAR5",4,0.0417747632248571,0.0434162002674235,96.2192982516757,"BPTES_OVCAR5","R"
"280",280,"BPTES","OVCAR5",5,0.0361065911846879,0.0434162002674235,83.1638673174716,"BPTES_OVCAR5","R"
"281",281,"BPTES","SF539",1,0.0406249281438699,0.0384652108775527,105.614728782307,"BPTES_SF539","R"
"282",282,"BPTES","SF539",2,0.0389187281786078,0.0384652108775527,101.179032405409,"BPTES_SF539","R"
"283",283,"BPTES","SF539",3,0.04129507889305,0.0384652108775527,107.356954377569,"BPTES_SF539","R"
"284",284,"BPTES","SF539",4,0.0360077823530082,0.0384652108775527,93.6112958476497,"BPTES_SF539","R"
"285",285,"BPTES","SF539",5,0.0303933508358827,0.0384652108775527,79.0151675825582,"BPTES_SF539","R"
"286",286,"BPTES","SKMEL2",1,0.0344950126756317,0.0333796703715687,103.341382019797,"BPTES_SKMEL2","R"
"287",287,"BPTES","SKMEL2",2,0.0327538848532753,0.0333796703715687,98.125249556609,"BPTES_SKMEL2","R"
"288",288,"BPTES","SKMEL2",3,0.0294077156789033,0.0333796703715687,88.1006773031271,"BPTES_SKMEL2","R"
"289",289,"BPTES","SKMEL2",4,0.0327189915614557,0.0333796703715687,98.0207149958084,"BPTES_SKMEL2","R"
"290",290,"BPTES","SKMEL2",5,0.0292278054367201,0.0333796703715687,87.5616958207441,"BPTES_SKMEL2","R"
"291",291,"BPTES","SW620",1,0.038596402632546,0.037384362126904,103.242105620333,"BPTES_SW620","R"
"292",292,"BPTES","SW620",2,0.0377573324170208,0.037384362126904,100.997663913191,"BPTES_SW620","R"
"293",293,"BPTES","SW620",3,0.0380114192352535,0.037384362126904,101.677324615627,"BPTES_SW620","R"
"294",294,"BPTES","SW620",4,0.0373928379106566,0.037384362126904,100.022672003133,"BPTES_SW620","R"
"295",295,"BPTES","SW620",5,0.0312224552012918,0.037384362126904,83.5174212557241,"BPTES_SW620","R"
"296",296,"BPTES","T47D",1,0.0288705173930968,0.0276361106024267,104.466644414723,"BPTES_T47D","I"
"297",297,"BPTES","T47D",2,0.0267174752500984,0.0276361106024267,96.6759600670883,"BPTES_T47D","I"
"298",298,"BPTES","T47D",3,0.028170514986713,0.0276361106024267,101.933717779518,"BPTES_T47D","I"
"299",299,"BPTES","T47D",4,0.027405646251921,0.0276361106024267,99.1660753069734,"BPTES_T47D","I"
"300",300,"BPTES","T47D",5,0.0123120501075162,0.0276361106024267,44.5505892078571,"BPTES_T47D","I"
"301",301,"BPTES","UACC257",1,0.0265896966708161,0.0272559337351184,97.5556256088048,"BPTES_UACC257","S"
"302",302,"BPTES","UACC257",2,0.0267407193819377,0.0272559337351184,98.1097167384258,"BPTES_UACC257","S"
"303",303,"BPTES","UACC257",3,0.0271544441768918,0.0272559337351184,99.6276423357461,"BPTES_UACC257","S"
"304",304,"BPTES","UACC257",4,0.0257904115322653,0.0272559337351184,94.6231076979585,"BPTES_UACC257","S"
"305",305,"BPTES","UACC257",5,0.00740945357229375,0.0272559337351184,27.1847357874476,"BPTES_UACC257","S"
"306",306,"Chlormethine","A498",1,0.0335134556766449,0.0314525111334736,106.55255961734,"Chlormethine_A498","S"
"307",307,"Chlormethine","A498",2,0.0329100201126821,0.0314525111334736,104.633998770475,"Chlormethine_A498","S"
"308",308,"Chlormethine","A498",3,0.0345664684876305,0.0314525111334736,109.900504735353,"Chlormethine_A498","S"
"309",309,"Chlormethine","A498",4,0.0235317167992012,0.0314525111334736,74.8166551768817,"Chlormethine_A498","S"
"310",310,"Chlormethine","A498",5,0.00651183275225838,0.0314525111334736,20.7036974714814,"Chlormethine_A498","S"
"311",311,"Chlormethine","ACHN",1,0.0389756426714011,0.0380091976631821,102.542660902193,"Chlormethine_ACHN","S"
"312",312,"Chlormethine","ACHN",2,0.0390522596578152,0.0380091976631821,102.744235760713,"Chlormethine_ACHN","S"
"313",313,"Chlormethine","ACHN",3,0.0389145757312191,0.0380091976631821,102.38199731565,"Chlormethine_ACHN","S"
"314",314,"Chlormethine","ACHN",4,0.0290751062757777,0.0380091976631821,76.4949224485776,"Chlormethine_ACHN","S"
"315",315,"Chlormethine","ACHN",5,0.00805235208796547,0.0380091976631821,21.1852724683148,"Chlormethine_ACHN","S"
"316",316,"Chlormethine","BT549",1,0.0340221605582951,0.0361593240141026,94.0895923414553,"Chlormethine_BT549","R"
"317",317,"Chlormethine","BT549",2,0.0372042102511588,0.0361593240141026,102.889673038823,"Chlormethine_BT549","R"
"318",318,"Chlormethine","BT549",4,0.0291495162020014,0.0361593240141026,80.6141071404783,"Chlormethine_BT549","R"
"319",319,"Chlormethine","BT549",5,0.0295434440807098,0.0361593240141026,81.7035298259101,"Chlormethine_BT549","R"
"320",320,"Chlormethine","COLO205",1,0.0545555263371901,0.0534429368350681,102.081827025254,"Chlormethine_COLO205","S"
"321",321,"Chlormethine","COLO205",2,0.0522085158303991,0.0534429368350681,97.6902073917109,"Chlormethine_COLO205","S"
"322",322,"Chlormethine","COLO205",3,0.052358355765342,0.0534429368350681,97.9705810833839,"Chlormethine_COLO205","S"
"323",323,"Chlormethine","COLO205",4,0.0474791508918146,0.0534429368350681,88.8408341748537,"Chlormethine_COLO205","S"
"324",324,"Chlormethine","COLO205",5,0.014012794751191,0.0534429368350681,26.2201061188615,"Chlormethine_COLO205","S"
"325",325,"Chlormethine","EKVX",1,0.0239458544987672,0.0225374094814301,106.249365165493,"Chlormethine_EKVX","R"
"326",326,"Chlormethine","EKVX",2,0.024126624408943,0.0225374094814301,107.051453401609,"Chlormethine_EKVX","R"
"327",327,"Chlormethine","EKVX",3,0.0227464913328109,0.0225374094814301,100.927710221324,"Chlormethine_EKVX","R"
"328",328,"Chlormethine","EKVX",4,0.0214781080802859,0.0225374094814301,95.2998085160716,"Chlormethine_EKVX","R"
"329",329,"Chlormethine","EKVX",5,0.0200318795358935,0.0225374094814301,88.8827953026232,"Chlormethine_EKVX","R"
"330",330,"Chlormethine","HCT15",1,0.0485344523082354,0.0483074373286203,100.469937947796,"Chlormethine_HCT15","I"
"331",331,"Chlormethine","HCT15",2,0.0461672089178751,0.0483074373286203,95.5695674846382,"Chlormethine_HCT15","I"
"332",332,"Chlormethine","HCT15",3,0.0475738780273952,0.0483074373286203,98.4814775078319,"Chlormethine_HCT15","I"
"333",333,"Chlormethine","HCT15",4,0.0401934845498409,0.0483074373286203,83.2035122799357,"Chlormethine_HCT15","I"
"334",334,"Chlormethine","HCT15",5,0.02614050357877,0.0483074373286203,54.1127930280059,"Chlormethine_HCT15","I"
"335",335,"Chlormethine","HOP62",1,0.0320466455497974,0.0328472134228197,97.5627525454985,"Chlormethine_HOP62","I"
"336",336,"Chlormethine","HOP62",2,0.0327472024897578,0.0328472134228197,99.695526887549,"Chlormethine_HOP62","I"
"337",337,"Chlormethine","HOP62",3,0.0285479139817504,0.0328472134228197,86.9112201825848,"Chlormethine_HOP62","I"
"338",338,"Chlormethine","HOP62",4,0.0305137233044,0.0328472134228197,92.8959267004409,"Chlormethine_HOP62","I"
"339",339,"Chlormethine","HOP62",5,0.0132561319804041,0.0328472134228197,40.3569453815364,"Chlormethine_HOP62","I"
"340",340,"Chlormethine","HS578T",1,0.0301807074130689,0.0300198026815637,100.535995300209,"Chlormethine_HS578T","R"
"341",341,"Chlormethine","HS578T",2,0.0302995402910051,0.0300198026815637,100.93184359807,"Chlormethine_HS578T","R"
"342",342,"Chlormethine","HS578T",3,0.0294383502759465,0.0300198026815637,98.0631038392057,"Chlormethine_HS578T","R"
"343",343,"Chlormethine","HS578T",4,0.0310967519800196,0.0300198026815637,103.58746294864,"Chlormethine_HS578T","R"
"344",344,"Chlormethine","HS578T",5,0.0273782422852365,0.0300198026815637,91.2006070647842,"Chlormethine_HS578T","R"
"345",345,"Chlormethine","HT29",1,0.0476411402430709,0.0476834215568565,99.9113291110304,"Chlormethine_HT29","R"
"346",346,"Chlormethine","HT29",2,0.0458625431439163,0.0476834215568565,96.1813176288765,"Chlormethine_HT29","R"
"347",347,"Chlormethine","HT29",3,0.047427002633384,0.0476834215568565,99.4622472232478,"Chlormethine_HT29","R"
"348",348,"Chlormethine","HT29",4,0.0436782155766984,0.0476834215568565,91.60042243323,"Chlormethine_HT29","R"
"349",349,"Chlormethine","HT29",5,0.0412753956344951,0.0476834215568565,86.5613126886864,"Chlormethine_HT29","R"
"350",350,"Chlormethine","IGROV1",1,0.0363687224556084,0.038474897061932,94.5258473260282,"Chlormethine_IGROV1","S"
"351",351,"Chlormethine","IGROV1",2,0.0371804243234135,0.038474897061932,96.6355394364412,"Chlormethine_IGROV1","S"
"352",352,"Chlormethine","IGROV1",3,0.037005775537334,0.038474897061932,96.1816102529574,"Chlormethine_IGROV1","S"
"353",353,"Chlormethine","IGROV1",4,0.0262533955732975,0.038474897061932,68.2351288192873,"Chlormethine_IGROV1","S"
"354",354,"Chlormethine","IGROV1",5,0.00966282664687439,0.038474897061932,25.1146263791698,"Chlormethine_IGROV1","S"
"355",355,"Chlormethine","LOXIMVI",1,0.0507387225946757,0.0508644306721432,99.7528566115725,"Chlormethine_LOXIMVI","S"
"356",356,"Chlormethine","LOXIMVI",2,0.0528440247829813,0.0508644306721432,103.891902621692,"Chlormethine_LOXIMVI","S"
"357",357,"Chlormethine","LOXIMVI",3,0.052006371214703,0.0508644306721432,102.24506698978,"Chlormethine_LOXIMVI","S"
"358",358,"Chlormethine","LOXIMVI",4,0.043581882573276,0.0508644306721432,85.6824346549589,"Chlormethine_LOXIMVI","S"
"359",359,"Chlormethine","LOXIMVI",5,0.0163928775663147,0.0508644306721432,32.2285678807225,"Chlormethine_LOXIMVI","S"
"360",360,"Chlormethine","M14",1,0.0384929271980571,0.0383425390848164,100.392222624871,"Chlormethine_M14","R"
"361",361,"Chlormethine","M14",2,0.0405117772769113,0.0383425390848164,105.657523585739,"Chlormethine_M14","R"
"362",362,"Chlormethine","M14",3,0.0417323310783457,0.0383425390848164,108.840812513827,"Chlormethine_M14","R"
"363",363,"Chlormethine","M14",4,0.0376341196202638,0.0383425390848164,98.1523929258165,"Chlormethine_M14","R"
"364",364,"Chlormethine","M14",5,0.0317161541874572,0.0383425390848164,82.7179288186909,"Chlormethine_M14","R"
"365",365,"Chlormethine","MALME3M",1,0.0142047832173068,0.0149155090091872,95.2349880152086,"Chlormethine_MALME3M","S"
"366",366,"Chlormethine","MALME3M",2,0.0144457488561624,0.0149155090091872,96.8505254984228,"Chlormethine_MALME3M","S"
"367",367,"Chlormethine","MALME3M",3,0.0170424698977182,0.0149155090091872,114.260062376825,"Chlormethine_MALME3M","S"
"368",368,"Chlormethine","MALME3M",4,0.0121013923920639,0.0149155090091872,81.1329494998131,"Chlormethine_MALME3M","S"
"369",369,"Chlormethine","MALME3M",5,0.00325251552219873,0.0149155090091872,21.8062656808786,"Chlormethine_MALME3M","S"
"370",370,"Chlormethine","MDAMB231",1,0.0327174925325348,0.0313143348703864,104.480879660884,"Chlormethine_MDAMB231","R"
"371",371,"Chlormethine","MDAMB231",2,0.0320314156607978,0.0313143348703864,102.289944184922,"Chlormethine_MDAMB231","R"
"372",372,"Chlormethine","MDAMB231",3,0.0323491439537576,0.0313143348703864,103.304585863485,"Chlormethine_MDAMB231","R"
"373",373,"Chlormethine","MDAMB231",4,0.0264852665539185,0.0313143348703864,84.5787294015474,"Chlormethine_MDAMB231","R"
"374",374,"Chlormethine","MDAMB231",5,0.0285208519042571,0.0313143348703864,91.0792198598761,"Chlormethine_MDAMB231","R"
"375",375,"Chlormethine","OVCAR4",1,0.026837869216969,0.029170765833557,92.0026212890704,"Chlormethine_OVCAR4","R"
"376",376,"Chlormethine","OVCAR4",2,0.0283439783790088,0.029170765833557,97.165698496688,"Chlormethine_OVCAR4","R"
"377",377,"Chlormethine","OVCAR4",3,0.0275622551762038,0.029170765833557,94.485881287687,"Chlormethine_OVCAR4","R"
"378",378,"Chlormethine","OVCAR4",4,0.0270542672595218,0.029170765833557,92.7444531757875,"Chlormethine_OVCAR4","R"
"379",379,"Chlormethine","OVCAR4",5,0.0302461779001923,0.029170765833557,103.686608959022,"Chlormethine_OVCAR4","R"
"380",380,"Chlormethine","OVCAR5",1,0.0452011320485043,0.0434162002674235,104.111211414372,"Chlormethine_OVCAR5","R"
"381",381,"Chlormethine","OVCAR5",2,0.0440186831224093,0.0434162002674235,101.387691348563,"Chlormethine_OVCAR5","R"
"382",382,"Chlormethine","OVCAR5",3,0.0435138182520983,0.0434162002674235,100.224842303273,"Chlormethine_OVCAR5","R"
"383",383,"Chlormethine","OVCAR5",4,0.0393411094861431,0.0434162002674235,90.6138935324148,"Chlormethine_OVCAR5","R"
"384",384,"Chlormethine","OVCAR5",5,0.0367082939171588,0.0434162002674235,84.5497618194425,"Chlormethine_OVCAR5","R"
"385",385,"Chlormethine","SF539",1,0.0378993477423102,0.0384652108775527,98.5288963134927,"Chlormethine_SF539","R"
"386",386,"Chlormethine","SF539",2,0.0360172097488406,0.0384652108775527,93.6358047366361,"Chlormethine_SF539","R"
"387",387,"Chlormethine","SF539",3,0.0408443831023052,0.0384652108775527,106.185257198579,"Chlormethine_SF539","R"
"388",388,"Chlormethine","SF539",4,0.0378283669090512,0.0384652108775527,98.3443637667066,"Chlormethine_SF539","R"
"389",389,"Chlormethine","SF539",5,0.0233813113608598,0.0384652108775527,60.785605557422,"Chlormethine_SF539","R"
"390",390,"Chlormethine","SKMEL2",1,0.0331764522526421,0.0333796703715687,99.3911919540712,"Chlormethine_SKMEL2","R"
"391",391,"Chlormethine","SKMEL2",2,0.0288665632204966,0.0333796703715687,86.4794735812723,"Chlormethine_SKMEL2","R"
"392",392,"Chlormethine","SKMEL2",3,0.0368846413433575,0.0333796703715687,110.500316308618,"Chlormethine_SKMEL2","R"
"393",393,"Chlormethine","SKMEL2",4,0.0353988511327155,0.0333796703715687,106.049133315788,"Chlormethine_SKMEL2","R"
"394",394,"Chlormethine","SKMEL2",5,0.0260487947970171,0.0333796703715687,78.0379030321531,"Chlormethine_SKMEL2","R"
"395",395,"Chlormethine","SW620",1,0.0393994877126839,0.037384362126904,105.390290140405,"Chlormethine_SW620","R"
"396",396,"Chlormethine","SW620",2,0.0374855540731528,0.037384362126904,100.270679879211,"Chlormethine_SW620","R"
"397",397,"Chlormethine","SW620",3,0.0370580899530319,0.037384362126904,99.1272495896425,"Chlormethine_SW620","R"
"398",398,"Chlormethine","SW620",4,0.034146934459879,0.037384362126904,91.3401553942921,"Chlormethine_SW620","R"
"399",399,"Chlormethine","SW620",5,0.0311475605274995,0.037384362126904,83.3170843513841,"Chlormethine_SW620","R"
"400",400,"Chlormethine","T47D",1,0.027692025902751,0.0276361106024267,100.20232695233,"Chlormethine_T47D","S"
"401",401,"Chlormethine","T47D",2,0.0270395286018182,0.0276361106024267,97.8412953646374,"Chlormethine_T47D","S"
"402",402,"Chlormethine","T47D",3,0.026049526588878,0.0276361106024267,94.2590184401368,"Chlormethine_T47D","S"
"403",403,"Chlormethine","T47D",4,0.0166158910836697,0.0276361106024267,60.1238405892421,"Chlormethine_T47D","S"
"404",404,"Chlormethine","T47D",5,0.00589283485089617,0.0276361106024267,21.3229529135649,"Chlormethine_T47D","S"
"405",405,"Chlormethine","UACC257",1,0.027263906920384,0.0272559337351184,100.029253025572,"Chlormethine_UACC257","R"
"406",406,"Chlormethine","UACC257",2,0.0266701919978478,0.0272559337351184,97.8509569954087,"Chlormethine_UACC257","R"
"407",407,"Chlormethine","UACC257",3,0.0270875627200383,0.0272559337351184,99.3822592294345,"Chlormethine_UACC257","R"
"408",408,"Chlormethine","UACC257",4,0.0209402128531548,0.0272559337351184,76.8280883592477,"Chlormethine_UACC257","R"
"409",409,"Chlormethine","UACC257",5,0.0195617889256938,0.0272559337351184,71.7707531717726,"Chlormethine_UACC257","R"
"410",410,"Clofarabine","A498",1,0.029773326274895,0.0314525111334736,94.6612057414027,"Clofarabine_A498","S"
"411",411,"Clofarabine","A498",2,0.0331919991674993,0.0314525111334736,105.530521956241,"Clofarabine_A498","S"
"412",412,"Clofarabine","A498",3,0.0301919593704897,0.0314525111334736,95.9922062895567,"Clofarabine_A498","S"
"413",413,"Clofarabine","A498",4,0.000919556129494386,0.0314525111334736,2.92363342816129,"Clofarabine_A498","S"
"414",414,"Clofarabine","A498",5,-0.00527964235288529,0.0314525111334736,-16.7860757777982,"Clofarabine_A498","S"
